Date_Ticker,Close_DMART.NS,High_DMART.NS,Low_DMART.NS,Open_DMART.NS,Volume_DMART.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-03-27,2079.699951171875,2093.75,2051.0,2087.75,344155.0,2055.8449829101564,2143.0719775390626,-1.7775361311072868,0.0429527345083867,0.0038707741583534,0.0067558057210166,-0.0138000441629587,Consumer Services,6.0
2020-03-30,2114.550048828125,2183.0,1975.75,2079.699951171875,321246.0,2045.3749877929688,2146.4419775390625,-1.7369223687345148,0.0167572719500294,-0.0164810937795318,0.032370929791806,-0.0656404651689599,Consumer Services,6.0
2020-03-31,2187.5,2220.25,2150.0,2180.0,331328.0,2043.302490234375,2150.3809765625,-1.6519076289991013,0.0344990421069974,-0.0034285714285714,0.0149714285714286,-0.0171428571428571,Consumer Services,6.0
2020-04-01,2082.699951171875,2230.0,2078.14990234375,2218.0,272199.0,2035.7849853515625,2153.3019750976564,-1.7740399777156917,-0.04790859375,0.0649637739473685,0.0707255256549286,-0.0021846876337442,Consumer Services,6.0
2020-04-03,2066.949951171875,2119.0,2020.0,2101.5,303207.0,2029.2099853515624,2156.393974609375,-1.7923947830215654,-0.0075622991161727,0.016715474319316,0.025182055713838,-0.0227146047466008,Consumer Services,6.0
2020-04-07,2170.25,2170.25,2090.10009765625,2090.10009765625,219469.0,2025.3624877929688,2161.5049755859377,-1.6720105110007726,0.0499770440835096,-0.0369311841233729,0.0,-0.0369311841233729,Consumer Services,6.0
2020-04-08,2278.75,2278.75,2201.050048828125,2222.0,153350.0,2027.1924926757813,2168.5859765625,-1.54556629667142,0.0499942402948969,-0.0249040043883708,0.0,-0.0340976198230937,Consumer Services,6.0
2020-04-09,2392.64990234375,2392.64990234375,2392.64990234375,2392.64990234375,231081.0,2039.539990234375,2177.4669750976564,-1.4128291200442729,0.0499835007542512,0.0,0.0,0.0,Consumer Services,6.0
2020-04-13,2273.050048828125,2320.0,2273.050048828125,2320.0,272319.0,2047.6949951171875,2183.8979760742186,-1.552208931211912,-0.0499863575521305,0.0206550450554663,0.0206550450554663,0.0,Consumer Services,6.0
2020-04-15,2180.89990234375,2320.0,2159.39990234375,2161.0,634856.0,2056.514990234375,2188.9069750976564,-1.6595992802676869,-0.0405403068585679,-0.0091246289306373,0.0637810554747437,-0.0098583158158219,Consumer Services,6.0
2020-04-16,2137.85009765625,2210.0,2104.89990234375,2151.0,393226.0,2058.357495117188,2192.1709765625,-1.709768853822922,-0.0197394683915734,0.0061509936352255,0.0337488126145275,-0.0154127716197799,Consumer Services,6.0
2020-04-17,2212.10009765625,2230.0,2200.0,2214.0,292020.0,2069.147497558594,2195.3869775390626,-1.6232390573809456,0.0347311535459858,0.0008588681614194,0.0080918139114569,-0.0054699593698631,Consumer Services,6.0
2020-04-20,2256.25,2285.0,2150.050048828125,2229.949951171875,274755.0,2080.8625,2197.832978515625,-1.5717874471083824,0.0199583655326119,-0.011656531336565,0.012742382271468,-0.047069230436288,Consumer Services,6.0
2020-04-21,2238.199951171875,2288.5,2199.449951171875,2200.0,205854.0,2096.7274963378904,2199.963979492188,-1.592822693584684,-0.0080000216412742,-0.0170672647686701,0.0224734384440448,-0.0173130197682791,Consumer Services,6.0
2020-04-22,2290.050048828125,2320.0,2225.0,2235.0,231894.0,2119.984997558594,2202.6589794921874,-1.5323973953262071,0.0231659810505769,-0.024038797255237,0.0130782954665995,-0.0284055140460413,Consumer Services,6.0
2020-04-23,2303.5,2350.0,2290.050048828125,2290.050048828125,182395.0,2139.3549987792967,2203.7509814453124,-1.5167230311907611,0.0058732127617724,-0.0058389195449859,0.0201866724549597,-0.0058389195449859,Consumer Services,6.0
2020-04-24,2310.5,2346.5,2269.449951171875,2299.449951171875,586416.0,2163.8649963378907,2204.0739794921874,-1.5085653399437062,0.0030388539179509,-0.00478253574037,0.0155810430642717,-0.0177667382939299,Consumer Services,6.0
2020-04-27,2323.949951171875,2350.0,2274.0,2300.0,198321.0,2189.6274963378905,2204.8089794921875,-1.4928909758082602,0.0058212296783704,-0.0103057086749213,0.0112093846147542,-0.0214935571855526,Consumer Services,6.0
2020-04-28,2305.800048828125,2340.0,2285.0,2339.0,858549.0,2209.9625,2201.251982421875,-1.5140425900203334,-0.0078099368424856,0.0143984519337434,0.0148321408828386,-0.0090207513173989,Consumer Services,6.0
2020-04-29,2344.35009765625,2350.0,2305.800048828125,2310.0,120879.0,2227.477502441406,2200.248984375,-1.4691169620347992,0.0167187301638393,-0.0146522900698966,0.002410007937551,-0.0164438105326781,Consumer Services,6.0
2020-04-30,2383.64990234375,2389.75,2325.0,2349.0,619337.0,2242.675,2198.278984375,-1.423317580219058,0.0167636244803153,-0.0145364897377253,0.002559141613142,-0.0246050824351687,Consumer Services,6.0
2020-05-04,2281.300048828125,2345.0,2269.949951171875,2310.199951171875,234634.0,2251.0125,2193.021987304688,-1.542594509385026,-0.042938291153826,0.0126681724127413,0.0279226536660956,-0.0049752761203334,Consumer Services,6.0
2020-05-05,2198.949951171875,2329.949951171875,2185.300048828125,2320.0,183052.0,2251.584997558594,2188.833984375,-1.6385640337913854,-0.0360978809861299,0.0550490240869805,0.0595738888600838,-0.0062074638563172,Consumer Services,6.0
2020-05-06,2175.60009765625,2249.0,2126.550048828125,2200.0,292523.0,2256.2300048828124,2185.5569873046875,-1.6657755903120182,-0.010618638001825,0.0112152515391206,0.0337377730506736,-0.0225455261198811,Consumer Services,6.0
2020-05-07,2182.10009765625,2210.300048828125,2144.0,2180.0,287428.0,2261.987512207031,2181.9009912109377,-1.6582005912968958,0.0029876814250019,-0.0009624204034021,0.0129233077814183,-0.0174602886903183,Consumer Services,6.0
2020-05-08,2255.0,2284.0,2185.0,2190.0,247823.0,2266.225012207032,2178.5109912109374,-1.5732441776882138,0.0334081385276735,-0.0288248337028824,0.0128603104212861,-0.0310421286031041,Consumer Services,6.0
2020-05-11,2313.550048828125,2358.0,2270.0,2280.0,279514.0,2267.9650146484373,2175.528994140625,-1.5050108604253796,0.0259645449348669,-0.0145015444317355,0.0192128764166523,-0.0188239060789647,Consumer Services,6.0
2020-05-12,2303.35009765625,2347.0,2286.89990234375,2320.550048828125,277597.0,2263.5000244140624,2173.8019970703126,-1.5168977250532645,-0.0044087877748923,0.0074673629464216,0.018950615622074,-0.0071418562593844,Consumer Services,6.0
2020-05-13,2352.14990234375,2379.949951171875,2305.0,2353.0,373230.0,2267.455017089844,2174.209995117188,-1.4600271908308051,0.0211864469657286,0.0003614130440423,0.0118189953796841,-0.0200454496104897,Consumer Services,6.0
2020-05-14,2324.39990234375,2358.0,2304.0,2344.35009765625,344409.0,2274.630017089844,2173.529995117188,-1.4923666097030592,-0.0117977174721513,0.0085829444805878,0.0144553859352558,-0.0087764167960858,Consumer Services,6.0
2020-05-15,2333.800048828125,2340.0,2290.25,2320.0,181711.0,2284.4275146484374,2173.8119970703124,-1.481411825032113,0.004044117569828,-0.0059131238921065,0.0026565905570994,-0.0186605741353004,Consumer Services,6.0
2020-05-18,2306.550048828125,2370.800048828125,2275.0,2333.0,293737.0,2289.150012207031,2173.4639990234373,-1.5131685516724347,-0.0116762359370431,0.0114673215893639,0.0278554545272682,-0.0136784583729949,Consumer Services,6.0
2020-05-19,2337.5,2355.60009765625,2306.0,2341.949951171875,254048.0,2293.212512207031,2175.635,-1.477099959419351,0.0134182872760985,0.0019037224264706,0.0077433572860963,-0.0134759358288769,Consumer Services,6.0
2020-05-20,2454.35009765625,2454.35009765625,2318.0,2335.0,374829.0,2304.02001953125,2180.0610009765624,-1.3409246710096492,0.049989346590909,-0.0486279841536143,0.0,-0.0555544613567786,Consumer Services,6.0
2020-05-21,2470.25,2519.949951171875,2375.0,2452.0,359114.0,2313.030017089844,2185.497001953125,-1.322395171841272,0.0064782535950895,-0.0073879162028134,0.0201194013447525,-0.0385588503187936,Consumer Services,6.0
2020-05-22,2398.300048828125,2518.0,2381.5,2484.800048828125,388436.0,2317.77001953125,2188.51900390625,-1.4062445271128208,-0.0291265868522922,0.03606721354247,0.049910331791205,-0.0070049820648312,Consumer Services,6.0
2020-05-26,2283.25,2340.0,2278.39990234375,2339.0,773046.0,2316.40751953125,2189.341005859375,-1.5403220665840274,-0.0479714991809893,0.0244169495237052,0.0248549217124711,-0.0021242078862366,Consumer Services,6.0
2020-05-27,2200.199951171875,2275.0,2176.0,2222.199951171875,751860.0,2310.22001953125,2190.431005859375,-1.637107303211554,-0.0363736116623781,0.0099990912136336,0.0339969323189397,-0.0109989781424117,Consumer Services,6.0
2020-05-28,2308.449951171875,2310.199951171875,2205.0,2210.0,927241.0,2310.3525146484376,2194.401005859375,-1.5109544349981676,0.0492000738125385,-0.0426476437671509,0.0007580844449808,-0.0448135993242387,Consumer Services,6.0
2020-05-29,2269.35009765625,2358.0,2229.0,2330.0,3799418.0,2306.6025146484376,2199.6980078125,-1.5565207968246744,-0.0169377090006981,0.0267256702288414,0.039064004463351,-0.0177804639742114,Consumer Services,6.0
2020-06-01,2305.5,2328.550048828125,2282.64990234375,2320.10009765625,448570.0,2302.69501953125,2203.7880078125,-1.5143922622630313,0.0159296277736454,0.0063327250731946,0.009997852452017,-0.0099111245527,Consumer Services,6.0
2020-06-02,2381.699951171875,2389.0,2290.050048828125,2309.10009765625,502878.0,2307.7150146484373,2211.496005859375,-1.4255900230200562,0.0330513776499132,-0.0304823676382507,0.0030650581424134,-0.0384808767782252,Consumer Services,6.0
2020-06-03,2349.300048828125,2450.0,2330.0,2390.0,425477.0,2315.23251953125,2218.0430078125,-1.4633483658422055,-0.0136036877054173,0.0173242882245616,0.0428638101046761,-0.0082152336555529,Consumer Services,6.0
2020-06-04,2414.199951171875,2434.0,2311.300048828125,2362.0,363340.0,2327.162512207032,2227.909006347656,-1.3877150279444437,0.0276252079320916,-0.021622049634512,0.0082014949998296,-0.0426227754224753,Consumer Services,6.0
2020-06-05,2499.0,2524.0,2434.14990234375,2438.0,668802.0,2343.0075073242188,2241.391005859375,-1.2888903685051534,0.0351255283502769,-0.0244097639055622,0.0100040016006401,-0.025950419230192,Consumer Services,6.0
2020-06-08,2459.5,2527.0,2414.199951171875,2520.0,322696.0,2353.2325073242187,2252.2590063476564,-1.334923054827821,-0.0158063225290116,0.0245984956291929,0.0274446025614962,-0.0184183975719149,Consumer Services,6.0
2020-06-09,2390.10009765625,2468.800048828125,2370.0,2461.0,376318.0,2357.060009765625,2263.655007324219,-1.4158006228129756,-0.0282170775945314,0.0296639887230141,0.0329274707988376,-0.0084097304861667,Consumer Services,6.0
2020-06-10,2388.35009765625,2429.949951171875,2360.0,2400.0,215498.0,2361.310009765625,2275.248010253906,-1.4178400456247393,-0.0007321869078688,0.0048778034489929,0.0174178205935755,-0.0118701599418237,Consumer Services,6.0
2020-06-11,2406.5,2422.800048828125,2365.0,2390.0,325839.0,2364.0275146484373,2285.396010742188,-1.396688431412666,0.0075993475000005,-0.0068564305007271,0.0067733425423333,-0.017244961562435,Consumer Services,6.0
2020-06-12,2397.800048828125,2438.0,2312.0,2312.0,415404.0,2367.6975219726564,2293.4710107421874,-1.4068272193447533,-0.0036151885193746,-0.0357828205358733,0.0167653475491094,-0.0357828205358733,Consumer Services,6.0
2020-06-15,2365.300048828125,2422.0,2337.050048828125,2373.0,354822.0,2369.272521972656,2299.1830126953123,-1.4447022144203658,-0.013554090974301,0.0032553802954893,0.0239715680892014,-0.0119435164320891,Consumer Services,6.0
2020-06-16,2403.550048828125,2434.0,2356.60009765625,2399.0,321260.0,2374.122521972656,2304.9630126953125,-1.4001262586775296,0.0161713098593773,-0.0018930534982383,0.0126687402189611,-0.019533585828498,Consumer Services,6.0
2020-06-17,2340.39990234375,2404.0,2325.0,2390.0,563622.0,2374.267517089844,2308.021010742188,-1.4737204582812191,-0.0262736973233257,0.0211930010792509,0.0271748847675812,-0.0065800303308541,Consumer Services,6.0
2020-06-18,2350.85009765625,2365.0,2320.300048828125,2331.0,199698.0,2369.092517089844,2313.384013671875,-1.4615419630196769,0.0044651323485507,-0.0084437955767746,0.0060190576837957,-0.0129953198030715,Consumer Services,6.0
2020-06-19,2363.14990234375,2399.0,2310.0,2372.699951171875,1479487.0,2363.737512207031,2319.3080126953123,-1.4472079617282905,0.005232066774382,0.004041237002635,0.015170471251398,-0.0224911260563861,Consumer Services,6.0
2020-06-22,2350.39990234375,2399.39990234375,2340.0,2366.0,366255.0,2361.3425048828126,2322.9110107421875,-1.462066613642569,-0.0053953411873511,0.0066372099661398,0.0208475161827306,-0.0044247373961254,Consumer Services,6.0
2020-06-23,2359.89990234375,2375.0,2340.0,2350.300048828125,175282.0,2365.175,2324.5340087890627,-1.4509954612358515,0.0040418653823661,-0.0040679070777921,0.0063986178571613,-0.0084325196691547,Consumer Services,6.0
2020-06-24,2358.35009765625,2424.0,2342.0,2397.800048828125,415043.0,2373.0825073242186,2323.8480126953127,-1.4528015795406892,-0.0006567247559783,0.016727775579665,0.0278372165392208,-0.0069328543173038,Consumer Services,6.0
2020-06-25,2305.550048828125,2348.699951171875,2298.10009765625,2348.0,483160.0,2372.9375122070314,2324.4980126953124,-1.5143339361362995,-0.0223885541339253,0.0184120709908039,0.0187156649952935,-0.0032313118406003,Consumer Services,6.0
2020-06-26,2294.39990234375,2337.85009765625,2290.0,2329.699951171875,203486.0,2374.1900024414062,2326.7680126953123,-1.5273281436190091,-0.0048362196648224,0.0153853078498067,0.0189374987630164,-0.0019176702105223,Consumer Services,6.0
2020-06-29,2290.949951171875,2334.699951171875,2274.0,2294.39990234375,234393.0,2373.4625,2329.830009765625,-1.531348663115805,-0.0015036398704301,0.0015059042080383,0.0190968816135075,-0.0073986562487777,Consumer Services,6.0
2020-06-30,2317.14990234375,2332.5,2288.0,2314.699951171875,381887.0,2370.234997558594,2331.931005859375,-1.5008156470660805,0.0114362826470622,-0.0010573123341726,0.0066245596112377,-0.0125800675710558,Consumer Services,6.0
2020-07-01,2289.35009765625,2327.0,2285.0,2325.0,230024.0,2367.2375,2332.5930078125,-1.5332131075473745,-0.0119974131407644,0.0155720622984867,0.0164456726746575,-0.0019001452249279,Consumer Services,6.0
2020-07-02,2295.5,2325.0,2285.0,2302.0,412068.0,2361.3025024414064,2333.7390087890626,-1.526046106901681,0.0026863092499683,0.0028316270964932,0.0128512306686996,-0.0045741668481812,Consumer Services,6.0
2020-07-03,2290.14990234375,2309.949951171875,2276.050048828125,2305.0,369911.0,2350.859997558594,2333.741005859375,-1.5322810275904355,-0.0023306894603572,0.0064843343403209,0.0086457435855449,-0.0061567382559521,Consumer Services,6.0
2020-07-06,2323.0,2355.0,2296.0,2296.0,408514.0,2344.0349975585937,2334.131005859375,-1.4939980341453936,0.0143440818536075,-0.0116229014205768,0.0137752905725354,-0.0116229014205768,Consumer Services,6.0
2020-07-07,2361.699951171875,2381.0,2305.0,2313.10009765625,412834.0,2342.614990234375,2335.1550048828126,-1.4488977122973563,0.0166594710167348,-0.0205783353179601,0.0081721002782544,-0.0240081095584308,Consumer Services,6.0
2020-07-08,2319.550048828125,2385.300048828125,2300.449951171875,2385.0,491063.0,2339.1749877929688,2335.0670068359377,-1.4980185536421895,-0.0178472723949692,0.028216658314806,0.0283460147942131,-0.0082343977298096,Consumer Services,6.0
2020-07-09,2320.35009765625,2364.0,2309.0,2329.699951171875,266580.0,2334.867492675781,2335.3580078125,-1.497086189167559,0.0003449155272718,0.0040295012054729,0.0188117743041622,-0.0048915453179736,Consumer Services,6.0
2020-07-10,2322.699951171875,2342.050048828125,2306.64990234375,2328.699951171875,275115.0,2331.1124877929688,2334.9250048828126,-1.4943477063880914,0.0010127150717465,0.0025832006398298,0.0083308641077326,-0.0069100827336855,Consumer Services,6.0
2020-07-13,2233.949951171875,2304.949951171875,2180.0,2210.050048828125,1754087.0,2324.544982910156,2331.931005859375,-1.5977755775561102,-0.0382098427974835,-0.0106984949824917,0.0317822697696317,-0.0241500267915913,Consumer Services,6.0
